MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
105721,Management - Concept & Application / Ch.1 Managers & Management,Adult and Non-share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
105838,Special Session: Michael Jackson,Share,Adult,Fun/Interesting stuff/**/People and Relationships/**/Art & Entertainment/**/Arts and Entertainment
106117,Special Session: Beginner's Vocabulary: In the School ,Share,Adult,"Training, Education and School/**/Everyday Language"
106145,Special Session: Cut the Clutter When Writing ,Share,Adult,"Training, Education and School"
106292,GEPT Vocabulary Test 01,Adult and Non-share,Adult,"Training, Education and School"
106293,Special Session: Basic TOEFL Reading Practice II ,Share,Adult,"Training, Education and School"
106299,GEPT Intermediate Level: Vocabulary Test Part II,Adult and Non-share,Adult,"Training, Education and School"
106303,Special Session: Basic TOEFL Reading Practice III ,Share,Adult,"Training, Education and School"
106307,Special Session: Basic TOEFL Reading Practice IV,Share,Adult,"Training, Education and School"
106350,Special Session: How to score high on the beginner's GEPT - listening I,Share,Adult,"Training, Education and School"
106353,Special Session: How to get high score on beginner's GEPT - writing & grammar I,Share,Adult,"Training, Education and School"
106361,Special Session: How to get high score on beginner's GEPT - listening II,Share,Adult,"Training, Education and School"
106365,Special Session: How to get high score on beginner's GEPT - writing & grammar II ,Share,Adult,"Training, Education and School"
106375,Special Session: How to get high score on beginner's GEPT - listening III ,Share,Adult,"Training, Education and School"
106376,Special Session: How to get high score on beginner's GEPT - writing & grammar III ,Share,Adult,"Training, Education and School"
106392,Special Session: How to get high score on beginner's GEPT - listening IV ,Share,Adult,"Training, Education and School"
106406,Special Session: How to get high score on beginner's GEPT - writing & grammar IV,Share,Adult,"Training, Education and School"
106413,Special Session: How to get high score on beginner's GEPT - listening V,Share,Adult,"Training, Education and School"
106417,Special Session: How to get high score on beginner's GEPT - writing & grammar V,Share,Adult,"Training, Education and School"
106430,Special Session: How to Score High on the Beginner's GEPT - Listening VI ,Share,Adult,"Training, Education and School"
106432,Special Session: How to get high score on Beginner's GEPT - Writing & Grammar VI,Share,Adult,"Training, Education and School"
106443,Special Session: How to Score High on the Beginner's GEPT - Listening VII,Share,Adult,"Training, Education and School"
106444,Special Session: How to score hign on the Beginner's GEPT - Writing & Grammar VII,Share,Adult,"Training, Education and School"
106451,Special Session: How to score high on the Beginner's GEPT - Writing & Grammar Pt. VIII,Share,Adult,"Training, Education and School"
106453,Special Session: How to Score High on the Beginner's GEPT - Listening VIII ,Share,Adult,"Training, Education and School"
106923,Hot and Cold: What is Bipolar Disorder?,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/People and Relationships"
107185,Workplace Favoritism,Adult and Non-share,Adult,"Business, Industry and Finance/**/People and Relationships/**/Careers and Jobs/**/TOEIC/**/Management"
107361,Famous Movie Quotes Part 3-Using Movie Quotes in Conversation,Share,Adult,"Culture, History, and Religion/**/People and Relationships/**/Careers and Jobs/**/History & Culture/**/Fun/Interesting stuff/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language"
107782,Special Session: IELTS Writing - Lesson 1 Introduction to IELTS General Training Writing ,Share,Adult,"Training, Education and School"
108067,Special Session: IELTS Reading - Lesson 1.12 General Training Reading 12,Share,Adult,"Training, Education and School/**/Everyday Language"
108107,Special Session: Mock Exam TOEIC Series: Reading Review Part 2,Share,Adult,"Training, Education and School/**/Everyday Language"
108134,Special Session: IELTS Reading - Lesson 2.5 Academic Reading 5,Share,Adult,"Training, Education and School"
108171,Special Session: Mock Exam TOEIC Series: Reading Review Part 3,Share,Adult,"Training, Education and School"
108462,Emergencies and Natural Disasters,Share,Adult,Everyday Language
108736,Angel Hair and Other Mysteries,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
108846,Special Session - Doing Business: 10 Easy Ways To Open A Restaurant Business,Share,Adult,"Culture, History, and Religion/**/Training, Education and School/**/History & Culture/**/Food and Cooking/**/Fun/Interesting stuff/**/Everyday Language"
108862,Special Session: Basic Grammar Review 4,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
108878,Special Session: Basic Grammar 18 Adjective Clauses,Share,Adult,"Training, Education and School/**/Everyday Language"
108913,Special Session: Basic Grammar 19 Adverb Clauses,Share,Adult,"Training, Education and School/**/Everyday Language"
109012,GogoTalk Session - To be assigned,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
109104,MD- Advanced TOEIC Reading Practice  ,Share,Adult,"Training, Education and School/**/Everyday Language"
109134,Special Session - Doing Business: Purchases You're Wasting Your Money On,Share,Adult,"Training, Education and School/**/Business, Industry and Finance/**/Everyday Language"
109223,Special Session: Basic Grammar 31 Comparisons III,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109317,Special Session - Travel Words: Outrageous Spas Of The Middle East,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Travel and Transportation/**/Everyday Language"
109388,Special Session-Adjectives You Must Know-Personality 1,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109403,Special Session-Adjectives You Must Know-Personality 2,Share,Adult,"Fun/Interesting stuff/**/People and Relationships/**/Training, Education and School/**/Everyday Language"
109412,Special Session-Adjectives You Must Know-Personality 3,Share,Adult,"Training, Education and School/**/Everyday Language"
109441,Special Session-Adjectives You Must Know-Personality 4,Share,Adult,"Fun/Interesting stuff/**/Training, Education and School/**/Everyday Language"
109450,Special Session-Adjectives You Must Know-Personality 5,Share,Adult,"Training, Education and School/**/Everyday Language"
109488,Special Session-Adjectives You Must Know-Personality 7,Share,Adult,"Training, Education and School/**/Everyday Language"
109490,Bullying,Adult and Non-share,Adult,People and Relationships/**/Everyday Language
109514,Adorable Animals,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
109532,Special Session-Adjectives You Must Know-Shape and Size,Share,Adult,"Training, Education and School/**/Everyday Language"
109536,Special Session-Adjectives You Must Know-Time,Share,Adult,"Training, Education and School/**/Everyday Language"
109546,Special Session-Adjectives You Must Know-Touch,Share,Adult,"Training, Education and School/**/Everyday Language"
109580,Do you get it?,Adult and Non-share,Adult,"Training, Education and School/**/Everyday Language"
109625,Useful tips to Boost your Energy at Work,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Training, Education and School/**/TOEIC/**/Everyday Language"
109627,Special Session-Adjectives You Must Know- General Description of Ailments 1,Share,Adult,"Training, Education and School/**/Everyday Language"
109639,Hungary Bans Homelessness,Adult and Non-share,Adult,"Housing, Home, and Community/**/Politics, Government, and Law/**/Housing, Home and Community"
109652,Special Session-Adjectives You Must Know- General Description of Ailments 2,Share,Adult,"Fun/Interesting stuff/**/Health, Fitness and Medicine/**/Health & Medicine/**/Training, Education and School"
109704,Virginia,Adult and Non-share,Adult,"Culture, History, and Religion/**/History & Culture"
109708,Special Session- Collocation Corner- Everyday Verbs Make 1,Share,Adult,"Training, Education and School/**/Everyday Language"
109732,Test your business English,Share,Adult,"Business, Industry and Finance/**/Everyday Language"
109735,Special Session- Collocation Corner- Everyday Verbs Make 2,Share,Adult,"Training, Education and School/**/Everyday Language"
109747,Special Session- Collocation Corner- Everyday Verbs Make 3,Share,Adult,"Training, Education and School/**/Everyday Language"
109790,The Plague Returns?,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine"
109801,Special Session - Careers Architect,Share,Adult,"Fun/Interesting stuff/**/Careers and Jobs/**/Training, Education and School/**/Everyday Language"
109870,Special Session - Careers: Mechanical Engineer,Share,Adult,"Training, Education and School/**/Science, Technology, and Computers/**/Careers and Jobs/**/Fun/Interesting stuff/**/Everyday Language"
110287,Life Lessons,Adult and Non-share,Adult,"Culture, History, and Religion/**/Training, Education and School/**/People and Relationships/**/History & Culture/**/Fun/Interesting stuff/**/Everyday Language"
110446,Ancient Cave of Death,Adult and Non-share,Adult,"Training, Education and School/**/Plants and Animal"
110596,Special Session - IELTS Reading Multiple Choice 2,Adult and Non-share,Adult,"Training, Education and School/**/School/**/Food and Cooking/**/Plants and Animal/**/Everyday Language"
110617,MD- Benefits Of Yoga,Share,Adult,"Training, Education and School/**/Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
110947,Storm Chasers,Adult and Non-share,Adult,Fun/Interesting stuff
111030,The Respiratory System,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine"
111046,A European Vacation,Adult and Non-share,Adult,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns/**/Everyday Language"
111169,Special Session - TOEFL Reading 1,Share,Adult,"Training, Education and School/**/Everyday Language"
111279,Photography: Mechanics and Techniques,Adult and Non-share,Adult,"Science, Technology, and Computers"
111287,Special Session - GEPT Reading Vocabulary 1,Share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
111545,Special Session: TOEFL Speaking 1 (one on one),Adult and Non-share,Adult,"Training, Education and School/**/School/**/Everyday Language"
111580,TOEFL Speaking 2 (one on one) (integrated),Adult and Non-share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
111660,Ordering at a Restaurant,Share,Adult,Everyday Language/**/Food and Cooking
111715,TOEFL Speaking 5 (one on one) (integrated),Adult and Non-share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
111876,QSS10: Language: By Trial and Error part 1,Share,Adult,"Training, Education and School/**/Everyday Language"
111877,QSS10: Language: By Trial and Error part 2,Share,Adult,"Training, Education and School/**/Everyday Language"
111891,QSS10: Language: Animals in English part 2,Share,Adult,Plants and Animal/**/Everyday Language
111909,QSS10: Travel: Asking for directions part 1,Share,Adult,Travel and Transportation/**/Everyday Language
111958,QSS10: Travel: Being a backpacker Part 1,Share,Adult,Fun/Interesting stuff/**/Travel and Transportation/**/Everyday Language
111959,Special Session- Collocation Corner- Everyday Verbs Rub,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
111962,Special Session- Collocation Corner- Everyday Verbs Read,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112108,special Session: Lexical Chunks: How They Filter Your Wine,Share,Adult,"Training, Education and School/**/School/**/Food and Cooking/**/Fun/Interesting stuff/**/Everyday Language"
112166,QSS10: Business Guide: Job Interviews Part 1,Share,Adult,Careers and Jobs/**/Everyday Language
112167,QSS10: Business Guide: Job Interviews Part 2,Share,Adult,Careers and Jobs/**/Everyday Language
112198,Basic GEPT Listening Series Type 1 Photographs 1 ,Share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
112199,Basic GEPT Listening Series Type 1 Photographs 2,Share,Adult,"Training, Education and School/**/Certificate/**/School"
112205,Basic GEPT Listening Series Type 1 Photographs 3,Share,Adult,"Training, Education and School/**/School"
112206,Basic GEPT Listening Series Type 1 Photographs 4 ,Share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
112298,Basic GEPT Reading Series Grammar-Vocabulary Practice 1,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112413,Let’s Talk,Adult and Non-share,Adult,Fun/Interesting stuff/**/Everyday Language
112482,Basic GEPT Reading Series Text Completion-Prepositions ,Share,Adult,"Training, Education and School/**/Certificate/**/School/**/Everyday Language"
112566,Secrets of success,Adult and Non-share,Adult,"People and Relationships/**/Business, Industry and Finance"
112766,Intermediate GEPT Vocabulary Basic Nouns ,Share,Adult,"Training, Education and School/**/Countries, Cities, and Towns/**/School/**/Countries, Cities and Towns"
112833,Intermediate GEPT Vocabulary Advanced Nouns,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112834,Intermediate GEPT Vocabulary Basic Adjectives ,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112835,Intermediate GEPT Vocabulary Advanced Adjectives,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112861,Intermediate GEPT Vocabulary Review: Nouns and Adjectives,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112864,Intermediate GEPT Vocabulary Basic Verbs ,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
112874,Intermediate GEPT Vocabulary Basic Phrasal Verbs ,Share,Adult,"Training, Education and School/**/Everyday Language"
112875,Intermediate GEPT Vocabulary Advanced Phrasal Verbs,Share,Adult,"Training, Education and School/**/Everyday Language"
112919,The Effects of the Internet,Adult and Non-share,Adult,"Business, Industry and Finance"
113016,Special Session - GEPT Listening 3,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
113033,Intermediate GEPT Vocabulary Review Phrasal Verbs,Share,Adult,"Training, Education and School/**/School/**/Everyday Language"
